%time,field.data
60458000000,EXPLORING
60958000000,EXPLORING
61458000000,EXPLORING
61958000000,EXPLORING
62458000000,EXPLORING
62958000000,EXPLORING
63458000000,EXPLORING
63958000000,EXPLORING
64458000000,EXPLORING
64958000000,EXPLORING
65458000000,EXPLORING
65958000000,EXPLORING
66458000000,EXPLORING
66958000000,EXPLORING
67458000000,EXPLORING
67959000000,EXPLORING
68458000000,EXPLORING
68958000000,EXPLORING
69458000000,EXPLORING
69958000000,EXPLORING
70458000000,EXPLORING
70958000000,EXPLORING
71458000000,EXPLORING
71959000000,EXPLORING
72458000000,EXPLORING
72959000000,EXPLORING
73458000000,EXPLORING
73958000000,EXPLORING
74458000000,EXPLORING
74958000000,EXPLORING
75457000000,EXPLORING
75958000000,EXPLORING
76458000000,EXPLORING
76958000000,EXPLORING
77458000000,EXPLORING
77958000000,EXPLORING
78458000000,EXPLORING
78958000000,EXPLORING
79458000000,EXPLORING
79958000000,EXPLORING
80458000000,EXPLORING
80958000000,EXPLORING
81459000000,EXPLORING
81958000000,EXPLORING
82458000000,EXPLORING
82958000000,EXPLORING
83519000000,EXPLORING
84063000000,EXPLORING
84608000000,EXPLORING
85108000000,EXPLORING
85608000000,EXPLORING
86107000000,EXPLORING
86608000000,EXPLORING
87108000000,EXPLORING
87608000000,EXPLORING
88108000000,EXPLORING
88608000000,EXPLORING
89108000000,EXPLORING
89608000000,EXPLORING
90108000000,EXPLORING
90608000000,EXPLORING
91108000000,EXPLORING
91608000000,EXPLORING
92108000000,EXPLORING
92608000000,EXPLORING
93109000000,EXPLORING
93609000000,EXPLORING
94109000000,EXPLORING
94608000000,EXPLORING
95109000000,EXPLORING
95611000000,EXPLORING
96117000000,EXPLORING
96640000000,EXPLORING
97140000000,EXPLORING
97641000000,EXPLORING
98141000000,EXPLORING
98640000000,EXPLORING
99204000000,EXPLORING
99734000000,EXPLORING
100255000000,EXPLORING
100754000000,EXPLORING
101254000000,EXPLORING
101754000000,EXPLORING
102254000000,EXPLORING
102754000000,EXPLORING
103254000000,EXPLORING
103769000000,EXPLORING
104308000000,EXPLORING
104810000000,EXPLORING
105308000000,EXPLORING
105807000000,EXPLORING
106307000000,EXPLORING
106827000000,EXPLORING
107340000000,EXPLORING
107881000000,EXPLORING
108381000000,EXPLORING
108881000000,EXPLORING
109381000000,EXPLORING
109886000000,EXPLORING
110431000000,EXPLORING
110946000000,EXPLORING
111479000000,EXPLORING
111992000000,EXPLORING
112492000000,EXPLORING
112992000000,EXPLORING
113492000000,EXPLORING
113992000000,EXPLORING
114521000000,EXPLORING
115032000000,EXPLORING
115637000000,EXPLORING
116137000000,EXPLORING
116637000000,EXPLORING
117137000000,EXPLORING
117640000000,EXPLORING
118187000000,EXPLORING
118697000000,EXPLORING
119224000000,EXPLORING
119752000000,EXPLORING
120253000000,EXPLORING
120752000000,EXPLORING
121252000000,EXPLORING
121752000000,EXPLORING
122274000000,EXPLORING
122789000000,EXPLORING
123309000000,EXPLORING
123809000000,EXPLORING
124309000000,EXPLORING
124809000000,EXPLORING
125309000000,EXPLORING
125809000000,EXPLORING
126327000000,EXPLORING
126827000000,EXPLORING
127354000000,EXPLORING
127855000000,EXPLORING
128354000000,EXPLORING
128854000000,EXPLORING
129354000000,EXPLORING
129854000000,EXPLORING
130388000000,EXPLORING
130885000000,EXPLORING
131385000000,EXPLORING
131884000000,EXPLORING
132384000000,EXPLORING
132884000000,EXPLORING
133384000000,EXPLORING
133886000000,EXPLORING
134386000000,EXPLORING
134910000000,EXPLORING
135410000000,EXPLORING
135910000000,EXPLORING
136410000000,EXPLORING
136910000000,EXPLORING
137421000000,EXPLORING
137943000000,EXPLORING
138462000000,EXPLORING
138962000000,EXPLORING
139463000000,EXPLORING
139962000000,EXPLORING
140462000000,EXPLORING
140962000000,EXPLORING
141462000000,EXPLORING
141962000000,EXPLORING
142481000000,EXPLORING
142981000000,EXPLORING
143481000000,EXPLORING
143981000000,EXPLORING
144481000000,EXPLORING
145032000000,EXPLORING
145526000000,EXPLORING
146033000000,EXPLORING
146533000000,EXPLORING
147033000000,EXPLORING
147533000000,EXPLORING
148033000000,EXPLORING
148533000000,EXPLORING
149068000000,EXPLORING
149604000000,EXPLORING
150114000000,EXPLORING
150614000000,EXPLORING
151114000000,EXPLORING
151614000000,EXPLORING
152114000000,EXPLORING
152639000000,EXPLORING
153149000000,EXPLORING
153754000000,EXPLORING
154258000000,EXPLORING
154804000000,EXPLORING
155304000000,EXPLORING
155804000000,EXPLORING
156304000000,EXPLORING
156804000000,EXPLORING
157328000000,EXPLORING
157866000000,EXPLORING
158365000000,EXPLORING
158865000000,EXPLORING
159365000000,EXPLORING
159865000000,EXPLORING
160376000000,EXPLORING
160898000000,EXPLORING
161411000000,EXPLORING
161911000000,EXPLORING
162411000000,EXPLORING
162911000000,EXPLORING
163411000000,EXPLORING
163911000000,EXPLORING
164440000000,EXPLORING
164953000000,EXPLORING
165496000000,EXPLORING
165995000000,EXPLORING
166495000000,EXPLORING
166995000000,EXPLORING
167495000000,EXPLORING
168000000000,EXPLORING
168540000000,EXPLORING
169061000000,EXPLORING
169611000000,EXPLORING
170110000000,EXPLORING
170610000000,EXPLORING
171110000000,EXPLORING
171767000000,EXPLORING
172285000000,EXPLORING
172827000000,EXPLORING
173327000000,EXPLORING
173827000000,EXPLORING
174327000000,EXPLORING
174829000000,EXPLORING
175378000000,EXPLORING
175908000000,EXPLORING
176425000000,EXPLORING
176966000000,EXPLORING
177466000000,EXPLORING
177965000000,EXPLORING
178465000000,EXPLORING
178965000000,EXPLORING
179484000000,EXPLORING
180006000000,EXPLORING
180572000000,EXPLORING
181071000000,EXPLORING
181572000000,EXPLORING
182071000000,EXPLORING
182572000000,EXPLORING
183071000000,EXPLORING
183597000000,EXPLORING
184096000000,EXPLORING
184596000000,EXPLORING
185096000000,EXPLORING
185596000000,EXPLORING
186096000000,EXPLORING
186596000000,EXPLORING
187096000000,EXPLORING
187596000000,EXPLORING
188096000000,EXPLORING
188596000000,EXPLORING
189096000000,EXPLORING
189596000000,EXPLORING
190096000000,EXPLORING
190596000000,EXPLORING
191096000000,EXPLORING
191596000000,EXPLORING
192096000000,EXPLORING
192596000000,EXPLORING
193096000000,EXPLORING
193596000000,EXPLORING
194096000000,EXPLORING
194596000000,EXPLORING
195096000000,EXPLORING
195596000000,EXPLORING
196096000000,EXPLORING
196596000000,EXPLORING
197096000000,EXPLORING
197596000000,EXPLORING
198096000000,EXPLORING
198596000000,EXPLORING
199134000000,EXPLORING
199635000000,EXPLORING
200134000000,EXPLORING
200634000000,EXPLORING
201134000000,EXPLORING
201634000000,EXPLORING
202134000000,EXPLORING
202634000000,EXPLORING
203134000000,EXPLORING
203634000000,EXPLORING
204134000000,EXPLORING
204634000000,EXPLORING
205134000000,EXPLORING
205634000000,EXPLORING
206134000000,EXPLORING
206634000000,EXPLORING
207134000000,EXPLORING
207634000000,EXPLORING
208134000000,EXPLORING
208634000000,EXPLORING
