%time,field.data
19512000000,EXPLORING
19744000000,EXPLORING
20244000000,EXPLORING
20744000000,EXPLORING
21245000000,EXPLORING
21744000000,EXPLORING
22244000000,WAITING_ACTION
22744000000,WAITING_ACTION
23244000000,WAITING_ACTION
23744000000,WAITING_ACTION
24244000000,WAITING_ACTION
24744000000,WAITING_ACTION
25244000000,WAITING_ACTION
25744000000,WAITING_ACTION
26244000000,WAITING_ACTION
26744000000,WAITING_ACTION
27244000000,WAITING_ACTION
27744000000,WAITING_ACTION
28244000000,WAITING_ACTION
28744000000,WAITING_ACTION
29244000000,WAITING_ACTION
29744000000,WAITING_ACTION
30244000000,WAITING_ACTION
30744000000,WAITING_ACTION
31244000000,WAITING_ACTION
31744000000,WAITING_ACTION
32244000000,WAITING_ACTION
32744000000,WAITING_ACTION
33244000000,WAITING_ACTION
33744000000,WAITING_ACTION
34244000000,WAITING_ACTION
34744000000,WAITING_ACTION
35244000000,WAITING_ACTION
35744000000,WAITING_ACTION
36244000000,WAITING_ACTION
36744000000,WAITING_ACTION
37244000000,WAITING_ACTION
37744000000,WAITING_ACTION
38244000000,WAITING_ACTION
38744000000,WAITING_ACTION
39244000000,WAITING_ACTION
39744000000,WAITING_ACTION
40244000000,WAITING_ACTION
40744000000,WAITING_ACTION
41244000000,WAITING_ACTION
41744000000,WAITING_ACTION
42244000000,WAITING_ACTION
42744000000,WAITING_ACTION
43244000000,WAITING_ACTION
43744000000,WAITING_ACTION
44244000000,WAITING_ACTION
44744000000,WAITING_ACTION
45244000000,WAITING_ACTION
45744000000,WAITING_ACTION
46244000000,WAITING_ACTION
46744000000,WAITING_ACTION
47244000000,WAITING_ACTION
47744000000,WAITING_ACTION
48244000000,WAITING_ACTION
48744000000,WAITING_ACTION
49244000000,WAITING_ACTION
49744000000,WAITING_ACTION
50244000000,WAITING_ACTION
50744000000,WAITING_ACTION
51244000000,WAITING_ACTION
51744000000,WAITING_ACTION
52244000000,WAITING_ACTION
52744000000,WAITING_ACTION
53244000000,WAITING_ACTION
53744000000,WAITING_ACTION
54244000000,WAITING_ACTION
54744000000,WAITING_ACTION
55244000000,WAITING_ACTION
55744000000,WAITING_ACTION
56244000000,WAITING_ACTION
56744000000,WAITING_ACTION
57244000000,WAITING_ACTION
57744000000,WAITING_ACTION
58245000000,WAITING_ACTION
58744000000,WAITING_ACTION
59244000000,WAITING_ACTION
59744000000,WAITING_ACTION
60244000000,WAITING_ACTION
60744000000,WAITING_ACTION
61244000000,WAITING_ACTION
61744000000,WAITING_ACTION
62244000000,WAITING_ACTION
62744000000,WAITING_ACTION
63244000000,WAITING_ACTION
63744000000,WAITING_ACTION
64244000000,WAITING_ACTION
64744000000,WAITING_ACTION
65244000000,WAITING_ACTION
65744000000,WAITING_ACTION
66244000000,WAITING_ACTION
66744000000,WAITING_ACTION
67244000000,WAITING_ACTION
67744000000,WAITING_ACTION
68244000000,WAITING_ACTION
68744000000,WAITING_ACTION
69244000000,WAITING_ACTION
69744000000,WAITING_ACTION
70244000000,WAITING_ACTION
70744000000,WAITING_ACTION
71244000000,WAITING_ACTION
71744000000,WAITING_ACTION
72244000000,WAITING_ACTION
72744000000,WAITING_ACTION
73246000000,EXPLORING
73746000000,EXPLORING
74246000000,EXPLORING
74746000000,EXPLORING
75246000000,EXPLORING
75746000000,EXPLORING
76246000000,EXPLORING
76746000000,EXPLORING
77246000000,EXPLORING
77746000000,EXPLORING
78246000000,EXPLORING
78746000000,EXPLORING
79246000000,EXPLORING
79746000000,EXPLORING
80246000000,EXPLORING
80746000000,EXPLORING
81246000000,EXPLORING
81746000000,EXPLORING
82246000000,EXPLORING
82746000000,EXPLORING
83246000000,EXPLORING
83746000000,EXPLORING
84246000000,EXPLORING
84747000000,EXPLORING
85246000000,EXPLORING
85746000000,EXPLORING
86246000000,EXPLORING
86746000000,EXPLORING
87246000000,EXPLORING
87746000000,EXPLORING
88246000000,EXPLORING
88746000000,EXPLORING
89246000000,EXPLORING
89746000000,EXPLORING
90246000000,EXPLORING
90746000000,EXPLORING
91246000000,EXPLORING
91746000000,EXPLORING
92246000000,EXPLORING
92746000000,EXPLORING
93246000000,EXPLORING
93746000000,EXPLORING
94246000000,EXPLORING
94772000000,EXPLORING
95246000000,EXPLORING
95746000000,EXPLORING
96246000000,EXPLORING
96746000000,EXPLORING
97246000000,EXPLORING
97746000000,EXPLORING
98246000000,EXPLORING
98746000000,EXPLORING
99247000000,EXPLORING
99746000000,EXPLORING
100246000000,EXPLORING
100746000000,EXPLORING
101246000000,EXPLORING
101747000000,EXPLORING
102246000000,EXPLORING
102746000000,EXPLORING
103246000000,IDLE
103746000000,IDLE
104310000000,EXPLORING
104810000000,EXPLORING
105310000000,EXPLORING
105810000000,WAITING_ACTION
106310000000,WAITING_ACTION
106810000000,WAITING_ACTION
107310000000,WAITING_ACTION
107810000000,WAITING_ACTION
108310000000,WAITING_ACTION
108810000000,WAITING_ACTION
109310000000,WAITING_ACTION
109810000000,WAITING_ACTION
110310000000,WAITING_ACTION
110810000000,WAITING_ACTION
111310000000,POST_ACCEPT_COOLDOWN
111811000000,POST_ACCEPT_COOLDOWN
112310000000,POST_ACCEPT_COOLDOWN
112810000000,POST_ACCEPT_COOLDOWN
113310000000,POST_ACCEPT_COOLDOWN
113810000000,POST_ACCEPT_COOLDOWN
114310000000,POST_ACCEPT_COOLDOWN
114809000000,RETREATING
115311000000,RETREATING
115810000000,RETREATING
116310000000,RETREATING
116810000000,RETREATING
117310000000,RETREATING
117810000000,RETREATING
118311000000,RETREATING
118812000000,RETREATING
119361000000,RETREATING
119861000000,RETREATING
120360000000,RETREATING
120861000000,RETREATING
121360000000,RETREATING
121860000000,RETREATING
122360000000,RETREATING
122867000000,IDLE
123419000000,EXPLORING
123918000000,EXPLORING
124418000000,EXPLORING
124921000000,EXPLORING
125425000000,EXPLORING
125968000000,EXPLORING
126468000000,EXPLORING
126968000000,EXPLORING
127468000000,EXPLORING
127968000000,EXPLORING
128468000000,EXPLORING
128968000000,EXPLORING
129468000000,EXPLORING
129968000000,EXPLORING
130468000000,EXPLORING
130968000000,EXPLORING
131468000000,EXPLORING
131968000000,EXPLORING
132468000000,EXPLORING
132968000000,EXPLORING
133468000000,EXPLORING
133968000000,EXPLORING
134468000000,EXPLORING
134968000000,EXPLORING
135468000000,EXPLORING
135968000000,EXPLORING
136478000000,EXPLORING
137018000000,EXPLORING
137518000000,EXPLORING
138018000000,EXPLORING
138518000000,EXPLORING
139018000000,EXPLORING
139518000000,EXPLORING
140018000000,EXPLORING
140518000000,EXPLORING
141018000000,EXPLORING
141519000000,EXPLORING
