%time,field.data
22201000000,EXPLORING
22622000000,EXPLORING
23123000000,EXPLORING
23622000000,EXPLORING
24122000000,WAITING_ACTION
24622000000,WAITING_ACTION
25122000000,WAITING_ACTION
25622000000,WAITING_ACTION
26122000000,WAITING_ACTION
26622000000,WAITING_ACTION
27122000000,WAITING_ACTION
27622000000,WAITING_ACTION
28122000000,WAITING_ACTION
28622000000,WAITING_ACTION
29122000000,WAITING_ACTION
29622000000,WAITING_ACTION
30122000000,WAITING_ACTION
30622000000,WAITING_ACTION
31122000000,WAITING_ACTION
31622000000,WAITING_ACTION
32122000000,WAITING_ACTION
32622000000,WAITING_ACTION
33122000000,WAITING_ACTION
33622000000,WAITING_ACTION
34122000000,WAITING_ACTION
34622000000,WAITING_ACTION
35122000000,WAITING_ACTION
35622000000,WAITING_ACTION
36122000000,WAITING_ACTION
36622000000,WAITING_ACTION
37122000000,WAITING_ACTION
37622000000,WAITING_ACTION
38122000000,WAITING_ACTION
38622000000,WAITING_ACTION
39122000000,WAITING_ACTION
39622000000,WAITING_ACTION
40122000000,WAITING_ACTION
40622000000,WAITING_ACTION
41122000000,WAITING_ACTION
41622000000,WAITING_ACTION
42122000000,WAITING_ACTION
42622000000,WAITING_ACTION
43122000000,WAITING_ACTION
43622000000,WAITING_ACTION
44122000000,WAITING_ACTION
44622000000,WAITING_ACTION
45122000000,WAITING_ACTION
45622000000,WAITING_ACTION
46122000000,WAITING_ACTION
46622000000,WAITING_ACTION
47122000000,WAITING_ACTION
47622000000,WAITING_ACTION
48122000000,WAITING_ACTION
48622000000,WAITING_ACTION
49122000000,WAITING_ACTION
49620000000,WAITING_ACTION
50122000000,WAITING_ACTION
50622000000,WAITING_ACTION
51122000000,WAITING_ACTION
51622000000,WAITING_ACTION
52122000000,WAITING_ACTION
52622000000,WAITING_ACTION
53122000000,WAITING_ACTION
53622000000,WAITING_ACTION
54122000000,WAITING_ACTION
54622000000,WAITING_ACTION
55122000000,WAITING_ACTION
55622000000,WAITING_ACTION
56122000000,WAITING_ACTION
56622000000,WAITING_ACTION
57122000000,WAITING_ACTION
57622000000,WAITING_ACTION
58122000000,WAITING_ACTION
58622000000,WAITING_ACTION
59122000000,WAITING_ACTION
59622000000,WAITING_ACTION
60122000000,WAITING_ACTION
60622000000,WAITING_ACTION
61122000000,WAITING_ACTION
61622000000,WAITING_ACTION
62122000000,WAITING_ACTION
62622000000,WAITING_ACTION
63123000000,WAITING_ACTION
63622000000,WAITING_ACTION
64122000000,WAITING_ACTION
64622000000,WAITING_ACTION
65122000000,WAITING_ACTION
65622000000,WAITING_ACTION
66122000000,WAITING_ACTION
66622000000,WAITING_ACTION
67122000000,WAITING_ACTION
67622000000,WAITING_ACTION
68122000000,WAITING_ACTION
68622000000,WAITING_ACTION
69122000000,WAITING_ACTION
69623000000,WAITING_ACTION
70122000000,WAITING_ACTION
70622000000,WAITING_ACTION
71122000000,WAITING_ACTION
71622000000,WAITING_ACTION
72122000000,WAITING_ACTION
72622000000,WAITING_ACTION
73122000000,WAITING_ACTION
73622000000,WAITING_ACTION
74122000000,WAITING_ACTION
74622000000,WAITING_ACTION
75122000000,WAITING_ACTION
75718000000,EXPLORING
76222000000,EXPLORING
76722000000,EXPLORING
77222000000,EXPLORING
77722000000,EXPLORING
78222000000,EXPLORING
78722000000,EXPLORING
79222000000,EXPLORING
79722000000,EXPLORING
80222000000,EXPLORING
80722000000,EXPLORING
81222000000,EXPLORING
81723000000,EXPLORING
82222000000,EXPLORING
82722000000,EXPLORING
83222000000,EXPLORING
83722000000,EXPLORING
84222000000,EXPLORING
84722000000,EXPLORING
85222000000,EXPLORING
85722000000,EXPLORING
86222000000,EXPLORING
86722000000,EXPLORING
87222000000,EXPLORING
87722000000,EXPLORING
88222000000,EXPLORING
