%time,field.data
124362000000,WAITING_ACTION
124862000000,WAITING_ACTION
125362000000,WAITING_ACTION
125862000000,WAITING_ACTION
126362000000,WAITING_ACTION
126859000000,WAITING_ACTION
127362000000,WAITING_ACTION
127862000000,WAITING_ACTION
128362000000,WAITING_ACTION
128862000000,WAITING_ACTION
129362000000,WAITING_ACTION
129862000000,WAITING_ACTION
130362000000,WAITING_ACTION
130862000000,WAITING_ACTION
131362000000,WAITING_ACTION
131862000000,WAITING_ACTION
132362000000,WAITING_ACTION
132862000000,WAITING_ACTION
133362000000,WAITING_ACTION
133862000000,WAITING_ACTION
134362000000,WAITING_ACTION
134862000000,WAITING_ACTION
135362000000,WAITING_ACTION
135862000000,WAITING_ACTION
136362000000,WAITING_ACTION
136862000000,WAITING_ACTION
137362000000,WAITING_ACTION
137862000000,WAITING_ACTION
138362000000,WAITING_ACTION
138862000000,WAITING_ACTION
139362000000,WAITING_ACTION
139862000000,WAITING_ACTION
140362000000,WAITING_ACTION
140862000000,WAITING_ACTION
141362000000,WAITING_ACTION
141862000000,WAITING_ACTION
142362000000,WAITING_ACTION
142862000000,WAITING_ACTION
143362000000,WAITING_ACTION
143862000000,WAITING_ACTION
144362000000,WAITING_ACTION
144862000000,WAITING_ACTION
145362000000,WAITING_ACTION
145862000000,WAITING_ACTION
146362000000,WAITING_ACTION
146862000000,WAITING_ACTION
147362000000,WAITING_ACTION
147862000000,WAITING_ACTION
148362000000,WAITING_ACTION
148862000000,WAITING_ACTION
149362000000,WAITING_ACTION
149862000000,WAITING_ACTION
150362000000,WAITING_ACTION
150862000000,WAITING_ACTION
151362000000,WAITING_ACTION
151862000000,WAITING_ACTION
152362000000,WAITING_ACTION
152862000000,WAITING_ACTION
153362000000,WAITING_ACTION
153862000000,WAITING_ACTION
154362000000,WAITING_ACTION
154862000000,WAITING_ACTION
155362000000,WAITING_ACTION
155862000000,WAITING_ACTION
156362000000,WAITING_ACTION
156862000000,WAITING_ACTION
157362000000,WAITING_ACTION
157862000000,WAITING_ACTION
158362000000,WAITING_ACTION
158862000000,WAITING_ACTION
159362000000,WAITING_ACTION
159862000000,WAITING_ACTION
160362000000,WAITING_ACTION
160862000000,WAITING_ACTION
161362000000,WAITING_ACTION
161862000000,WAITING_ACTION
162362000000,WAITING_ACTION
162862000000,WAITING_ACTION
163362000000,WAITING_ACTION
163862000000,WAITING_ACTION
164362000000,WAITING_ACTION
164862000000,WAITING_ACTION
165362000000,WAITING_ACTION
165862000000,EXPLORING
166362000000,EXPLORING
166862000000,EXPLORING
167362000000,EXPLORING
167862000000,EXPLORING
168362000000,EXPLORING
168862000000,EXPLORING
169362000000,EXPLORING
169862000000,EXPLORING
170362000000,EXPLORING
170862000000,EXPLORING
171362000000,EXPLORING
171862000000,EXPLORING
172362000000,EXPLORING
172862000000,EXPLORING
173362000000,EXPLORING
173862000000,EXPLORING
174362000000,EXPLORING
174862000000,EXPLORING
175362000000,EXPLORING
175863000000,EXPLORING
176362000000,EXPLORING
176862000000,EXPLORING
177364000000,EXPLORING
177912000000,EXPLORING
178437000000,EXPLORING
178962000000,EXPLORING
179465000000,EXPLORING
180012000000,EXPLORING
180512000000,EXPLORING
181012000000,EXPLORING
181512000000,EXPLORING
182012000000,EXPLORING
182512000000,EXPLORING
183012000000,EXPLORING
183512000000,EXPLORING
184012000000,EXPLORING
184513000000,EXPLORING
185012000000,EXPLORING
185512000000,EXPLORING
186012000000,EXPLORING
186512000000,EXPLORING
187012000000,EXPLORING
187512000000,EXPLORING
188012000000,EXPLORING
188512000000,EXPLORING
189012000000,EXPLORING
189512000000,EXPLORING
190012000000,EXPLORING
190512000000,EXPLORING
191012000000,EXPLORING
191513000000,EXPLORING
192012000000,EXPLORING
192512000000,EXPLORING
193012000000,EXPLORING
193512000000,EXPLORING
194012000000,EXPLORING
194512000000,EXPLORING
195012000000,EXPLORING
195512000000,EXPLORING
196012000000,EXPLORING
196512000000,EXPLORING
197012000000,EXPLORING
197512000000,EXPLORING
198012000000,EXPLORING
198512000000,EXPLORING
199012000000,EXPLORING
199512000000,EXPLORING
200012000000,EXPLORING
200512000000,EXPLORING
201012000000,EXPLORING
201512000000,EXPLORING
202012000000,EXPLORING
202512000000,EXPLORING
203012000000,EXPLORING
203512000000,EXPLORING
204013000000,EXPLORING
204513000000,EXPLORING
205012000000,EXPLORING
205512000000,EXPLORING
206013000000,EXPLORING
206512000000,EXPLORING
207012000000,EXPLORING
207512000000,EXPLORING
208012000000,EXPLORING
208512000000,EXPLORING
209012000000,EXPLORING
209512000000,EXPLORING
210012000000,EXPLORING
210512000000,EXPLORING
211012000000,EXPLORING
211512000000,EXPLORING
212012000000,EXPLORING
212512000000,EXPLORING
213012000000,EXPLORING
213512000000,EXPLORING
214012000000,EXPLORING
214512000000,EXPLORING
